0.000000,0.100940,-0.917372
0.011186,0.100298,-0.911471
0.022229,0.099665,-0.905509
0.073173,0.218743,-1.986655
0.097547,0.218743,-1.985607
0.121906,0.218743,-1.984261
0.146246,0.218743,-1.982615
0.170565,0.218743,-1.980671
0.194858,0.218743,-1.978429
0.219122,0.218743,-1.975889
0.243353,0.218743,-1.973051
0.267547,0.218743,-1.969916
0.291700,0.218743,-1.966485
0.315810,0.218743,-1.962757
0.339873,0.218743,-1.958734
0.363884,0.218743,-1.954416
0.387840,0.218743,-1.949803
0.411738,0.218743,-1.944897
0.435574,0.218743,-1.939698
0.459344,0.218743,-1.934206
0.483045,0.218743,-1.928424
0.506673,0.218743,-1.922351
0.530225,0.218743,-1.915989
0.553698,0.218743,-1.909338
0.577087,0.218743,-1.902399
0.600388,0.218743,-1.895174
0.623600,0.218743,-1.887664
0.646717,0.218743,-1.879869
0.669738,0.218743,-1.871791
0.692657,0.218743,-1.863432
0.715472,0.218743,-1.854791
0.738179,0.218743,-1.845872
0.760775,0.218743,-1.836674
0.783257,0.218743,-1.827200
0.805620,0.218743,-1.817451
0.827863,0.218743,-1.807428
0.849980,0.218743,-1.797132
0.871970,0.218743,-1.786566
0.893828,0.218743,-1.775732
0.915552,0.218743,-1.764629
0.937138,0.218743,-1.753261
0.958582,0.218743,-1.741629
0.979883,0.218743,-1.729735
1.001035,0.218743,-1.717580
1.022037,0.218743,-1.705166
1.042885,0.218743,-1.692496
1.063576,0.218743,-1.679570
1.084107,0.218743,-1.666392
1.104475,0.218743,-1.652963
1.124676,0.218743,-1.639285
1.144708,0.218743,-1.625360
1.164567,0.218743,-1.611190
1.184251,0.218743,-1.596778
1.203757,0.218743,-1.582125
1.223082,0.218743,-1.567234
1.242222,0.218743,-1.552107
1.261175,0.218743,-1.536746
1.279938,0.218743,-1.521154
1.298509,0.218743,-1.505333
1.316884,0.218743,-1.489285
1.335060,0.218743,-1.473012
1.353036,0.218743,-1.456518
1.370808,0.218743,-1.439805
1.388373,0.218743,-1.422874
1.405730,0.218743,-1.405730
1.422874,0.218743,-1.388373
1.439805,0.218743,-1.370808
1.456518,0.218743,-1.353036
1.473012,0.218743,-1.335060
1.489285,0.218743,-1.316884
1.505333,0.218743,-1.298509
1.521154,0.218743,-1.279938
1.536746,0.218743,-1.261175
1.552107,0.218743,-1.242222
1.567234,0.218743,-1.223082
1.582125,0.218743,-1.203757
1.596778,0.218743,-1.184251
1.611190,0.218743,-1.164567
1.625360,0.218743,-1.144708
1.639285,0.218743,-1.124676
1.652963,0.218743,-1.104475
1.666392,0.218743,-1.084107
1.679570,0.218743,-1.063576
1.692496,0.218743,-1.042885
1.705166,0.218743,-1.022037
1.717580,0.218743,-1.001035
1.729735,0.218743,-0.979883
1.741629,0.218743,-0.958582
1.753261,0.218743,-0.937138
1.764629,0.218743,-0.915552
1.775732,0.218743,-0.893828
1.786566,0.218743,-0.871970
1.797132,0.218743,-0.849980
1.807428,0.218743,-0.827863
1.817451,0.218743,-0.805620
1.827200,0.218743,-0.783257
1.836674,0.218743,-0.760775
1.845872,0.218743,-0.738179
1.854791,0.218743,-0.715472
1.863432,0.218743,-0.692657
1.871791,0.218743,-0.669738
1.879869,0.218743,-0.646717
1.887664,0.218743,-0.623600
1.895174,0.218743,-0.600388
1.902399,0.218743,-0.577087
1.909338,0.218743,-0.553698
1.915989,0.218743,-0.530225
1.922351,0.218743,-0.506673
1.928424,0.218743,-0.483045
1.934206,0.218743,-0.459344
1.939698,0.218743,-0.435574
1.944897,0.218743,-0.411738
1.949803,0.218743,-0.387840
1.954416,0.218743,-0.363884
1.958734,0.218743,-0.339873
1.962757,0.218743,-0.315810
1.966485,0.218743,-0.291700
1.969916,0.218743,-0.267547
1.973051,0.218743,-0.243353
1.975889,0.218743,-0.219122
1.978429,0.218743,-0.194858
1.980671,0.218743,-0.170565
1.982615,0.218743,-0.146246
1.984261,0.218743,-0.121906
1.985607,0.218743,-0.097547
1.986655,0.218743,-0.073173
1.987403,0.218743,-0.048788
1.987852,0.218743,-0.024396
1.988002,0.218743,-0.000000
1.987852,0.218743,0.024396
1.987403,0.218743,0.048788
1.986655,0.218743,0.073173
1.985607,0.218743,0.097547
1.984261,0.218743,0.121906
1.982615,0.218743,0.146246
1.980671,0.218743,0.170565
1.978429,0.218743,0.194858
1.975889,0.218743,0.219122
1.973051,0.218743,0.243353
1.969916,0.218743,0.267547
1.966485,0.218743,0.291700
1.962757,0.218743,0.315810
1.958734,0.218743,0.339873
1.954416,0.218743,0.363884
1.949803,0.218743,0.387840
1.944897,0.218743,0.411738
1.939698,0.218743,0.435574
1.934206,0.218743,0.459344
1.928424,0.218743,0.483045
1.922351,0.218743,0.506673
1.915989,0.218743,0.530225
1.909338,0.218743,0.553698
1.902399,0.218743,0.577087
1.895174,0.218743,0.600388
1.887664,0.218743,0.623600
1.879869,0.218743,0.646717
1.871791,0.218743,0.669738
1.863432,0.218743,0.692657
1.167086,0.137639,0.450195
1.144219,0.135594,0.457583
1.148628,0.136799,0.475777
1.164311,0.139385,0.499099
1.168553,0.140644,0.517984
1.172694,0.141925,0.537133
1.176731,0.143229,0.556552
1.180663,0.144558,0.576246
1.184487,0.145911,0.596221
1.188202,0.147289,0.616481
1.753261,0.218743,0.937138
1.741629,0.218743,0.958582
1.729735,0.218743,0.979883
1.212215,0.154382,0.706500
1.194006,0.153170,0.715660
1.692496,0.218743,1.042885
1.679570,0.218743,1.063576
1.666392,0.218743,1.084107
1.652963,0.218743,1.104475
1.639285,0.218743,1.124676
1.625360,0.218743,1.144708
1.611190,0.218743,1.164567
1.596778,0.218743,1.184251
1.582125,0.218743,1.203757
1.567234,0.218743,1.223082
1.552107,0.218743,1.242222
1.536746,0.218743,1.261175
1.521154,0.218743,1.279938
1.505333,0.218743,1.298509
1.489285,0.218743,1.316884
1.473012,0.218743,1.335060
1.456518,0.218743,1.353036
1.439805,0.218743,1.370808
1.422874,0.218743,1.388373
1.405730,0.218743,1.405730
1.388373,0.218743,1.422874
1.370808,0.218743,1.439805
1.353036,0.218743,1.456518
1.335060,0.218743,1.473012
1.316884,0.218743,1.489285
1.298509,0.218743,1.505333
1.279938,0.218743,1.521154
1.261175,0.218743,1.536746
1.242222,0.218743,1.552107
1.223082,0.218743,1.567234
1.203757,0.218743,1.582125
1.184251,0.218743,1.596778
1.164567,0.218743,1.611190
1.144708,0.218743,1.625360
1.124676,0.218743,1.639285
1.104475,0.218743,1.652963
1.084107,0.218743,1.666392
1.063576,0.218743,1.679570
1.042885,0.218743,1.692496
1.022037,0.218743,1.705166
1.001035,0.218743,1.717580
0.979883,0.218743,1.729735
0.958582,0.218743,1.741629
0.937138,0.218743,1.753261
0.915552,0.218743,1.764629
0.893828,0.218743,1.775732
0.871970,0.218743,1.786566
0.849980,0.218743,1.797132
0.827863,0.218743,1.807428
0.805620,0.218743,1.817451
0.783257,0.218743,1.827200
0.760775,0.218743,1.836674
0.738179,0.218743,1.845872
0.715472,0.218743,1.854791
0.692657,0.218743,1.863432
0.669738,0.218743,1.871791
0.646717,0.218743,1.879869
0.623600,0.218743,1.887664
0.600388,0.218743,1.895174
0.577087,0.218743,1.902399
0.553698,0.218743,1.909338
0.530225,0.218743,1.915989
0.506673,0.218743,1.922351
0.483045,0.218743,1.928424
0.459344,0.218743,1.934206
0.435574,0.218743,1.939698
0.411738,0.218743,1.944897
0.387840,0.218743,1.949803
0.363884,0.218743,1.954416
0.339873,0.218743,1.958734
0.315810,0.218743,1.962757
0.291700,0.218743,1.966485
0.267547,0.218743,1.969916
0.243353,0.218743,1.973051
0.219122,0.218743,1.975889
0.194858,0.218743,1.978429
0.170565,0.218743,1.980671
0.146246,0.218743,1.982615
0.121906,0.218743,1.984261
0.097547,0.218743,1.985607
0.073173,0.218743,1.986655
0.048788,0.218743,1.987403
0.024396,0.218743,1.987852
0.000000,0.218743,1.988002
-0.024396,0.218743,1.987852
-0.048788,0.218743,1.987403
-0.073173,0.218743,1.986655
-0.097547,0.218743,1.985607
-0.121906,0.218743,1.984261
-0.146246,0.218743,1.982615
-0.170565,0.218743,1.980671
-0.194858,0.218743,1.978429
-0.219122,0.218743,1.975889
-0.243353,0.218743,1.973051
-0.267547,0.218743,1.969916
-0.291700,0.218743,1.966485
-0.315810,0.218743,1.962757
-0.339873,0.218743,1.958734
-0.363884,0.218743,1.954416
